Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005224859.1,hypothetical protein KPHS_05590 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92601.1 hypothetical protein B9G35_03685 [Klebsiella pneumoniae],Mutated,8,115
YP_005226256.1,YceH family protein,GCA_002156725.1 ARS93903.1 DUF480 domain-containing protein [Klebsiella pneumoniae],Mutated,6,217
YP_005226215.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93868.1 pyrimidine utilization regulatory protein R [Klebsiella pneumoniae],Mutated,2,212
YP_005227147.1,energy-dependent efflux protein for methyl viologen resistance [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94776.1 MFS transporter [Klebsiella pneumoniae],Mutated,11,499
YP_005224909.1,DUF3343 domain-containing protein,GCA_002156725.1 ARS92652.1 hypothetical protein B9G35_03960 [Klebsiella pneumoniae],Mutated,3,84
YP_005227240.1,oriC-binding nucleoid-associated protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97244.1 oriC-binding nucleoid-associated protein [Klebsiella pneumoniae],Mutated,18,89
YP_005227874.1,UDP-glucose pyrophosphorylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97277.1 GalU regulator GalF [Klebsiella pneumoniae],Mutated,37,324
YP_005228721.1,phosphoglycerate kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96379.1 phosphoglycerate kinase [Klebsiella pneumoniae],Mutated,1,387
YP_005226274.1,putative thymidylate kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97196.1 cell division protein YceG [Klebsiella pneumoniae],Mutated,6,340
YP_005225590.1,baseplate J/gp47 family protein,GCA_002903005.1 AUV39431.1 hypothetical protein C2U50_23160 [Klebsiella pneumoniae],Mutated,13,410
YP_005227555.1,hypothetical protein KPHS_32550 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97258.1 hypothetical protein B9G35_17510 [Klebsiella pneumoniae],Mutated,104,44
YP_005226949.1,alpha/beta hydrolase,GCA_002156725.1 ARS94600.1 alpha/beta hydrolase [Klebsiella pneumoniae],Mutated,154,365
YP_005226411.1,putative ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94034.1 thiamine ABC transporter permease [Klebsiella pneumoniae],Mutated,38,508
YP_005227360.1,cytochrome c biogenesis protein CcmA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94970.1 heme ABC exporter ATP-binding protein CcmA [Klebsiella pneumoniae],Mutated,7,207
YP_005226444.1,TonB dependent outer membrane siderophore receptor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97204.1 TonB-dependent siderophore receptor [Klebsiella pneumoniae],Mutated,47,748
YP_005229275.1,hypothetical protein KPHS_49750 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC21713.1 hypothetical protein AM386_07705 [Klebsiella pneumoniae],Mutated,1,78
YP_005228633.1,translocation protein TolB precursor [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96293.1 oligogalacturonate lyase [Klebsiella pneumoniae],Mutated,7,391
YP_005225249.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92962.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,301
YP_005229494.1,NUDIX hydrolase,GCA_002156725.1 ARS91954.1 ADP-ribose pyrophosphatase [Klebsiella pneumoniae],Mutated,11,186
YP_005227855.1,"dTDP-4-dehydrorhamnose 3,5-epimerase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS95503.1 dTDP-4-dehydrorhamnose 3,5-epimerase [Klebsiella pneumoniae]",Mutated,22,184
YP_005229262.1,glycerophosphodiester phosphodiesterase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96901.1 glycerophosphoryl diester phosphodiesterase [Klebsiella pneumoniae],Mutated,11,246
YP_005227971.1,putative mannitol dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95601.1 fructuronate reductase [Klebsiella pneumoniae],Mutated,14,488
YP_005224408.1,vitamin B12/cobalamin outer membrane transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92173.1 TonB-dependent vitamin B12 receptor [Klebsiella pneumoniae],Mutated,16,612
YP_005225873.1,hypothetical protein KPHS_15730 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25023.1 hypothetical protein AM386_26080 [Klebsiella pneumoniae],Mutated,11,47
YP_005227150.1,cryptic nitrate reductase 2 subunit alpha [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94779.1 nitrate reductase subunit alpha [Klebsiella pneumoniae],Mutated,28,1246
YP_005225824.1,putative metalloprotease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93499.1 endoribonuclease YbeY [Klebsiella pneumoniae],Mutated,2,157
YP_005229400.1,"auxiliary transport protein, membrane fusion protein (MFP) family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS97028.1 hypothetical protein B9G35_27730 [Klebsiella pneumoniae],Mutated,3,378
YP_005225077.1,DNA-binding transcriptional regulator AraC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92809.1 DNA-binding transcriptional regulator AraC [Klebsiella pneumoniae],Mutated,1,281
YP_005227324.1,ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94935.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,7,271
YP_005228777.1,hypothetical protein KPHS_44770 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96435.1 hypothetical protein B9G35_24535 [Klebsiella pneumoniae],Mutated,25,317
YP_005227652.1,ribosomal RNA large subunit methyltransferase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95225.1 23S rRNA (guanine(745)-N(1))-methyltransferase [Klebsiella pneumoniae],Mutated,7,264
YP_005228799.1,hypothetical protein KPHS_44990 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96455.1 hypothetical protein B9G35_24640 [Klebsiella pneumoniae],Mutated,1,59
YP_005225305.1,phage immunity repressor protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92596.1 Ash-like/host cell division inhibitor Icd-like protein [Klebsiella pneumoniae],Mutated,199,64
YP_005229097.1,acetyl-CoA carboxylase biotin carboxylase subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96736.1 acetyl-CoA carboxylase biotin carboxylase subunit [Klebsiella pneumoniae],Mutated,2,449
YP_005228045.1,"NADH-quinone oxidoreductase, A subunit, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95672.1 NADH-quinone oxidoreductase subunit A [Klebsiella pneumoniae],Mutated,30,119
YP_005225714.1,putative GCN5-related N-acetyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93398.1 N-acetyltransferase [Klebsiella pneumoniae],Mutated,5,231
YP_005224414.1,acetolactate synthase 2 catalytic subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92179.1 acetolactate synthase 2 catalytic subunit [Klebsiella pneumoniae],Mutated,4,548
YP_005228213.1,GTP-binding protein EngA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95874.1 ribosome biogenesis GTPase Der [Klebsiella pneumoniae],Mutated,6,489
YP_005229384.1,inner membrane protein YiaH [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97010.1 acetyltransferase [Klebsiella pneumoniae],Mutated,6,331
YP_005228066.1,histidine and lysine/arginine/ornithine transport system ABC transporter permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95692.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,1,228
YP_005225985.1,putative transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93648.1 ABC-F family ATPase [Klebsiella pneumoniae],Mutated,14,522
YP_005225280.1,gamma-aminobutyrate transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92993.1 GABA permease [Klebsiella pneumoniae],Mutated,7,466
YP_005225637.1,RcnB family protein,GCA_002156725.1 ARS93330.1 hypothetical protein B9G35_07660 [Klebsiella pneumoniae],Mutated,5,151
YP_005229094.1,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,GCA_002156725.1 ARS96734.1 sulfoxide reductase heme-binding subunit YedZ [Klebsiella pneumoniae],Mutated,7,202
YP_005229051.1,DNA-directed RNA polymerase subunit N [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96692.1 RNA polymerase sigma-54 factor [Klebsiella pneumoniae],Mutated,3,477
YP_005228955.1,DNA-binding transcriptional repressor ExuR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96603.1 transcriptional regulator ExuR [Klebsiella pneumoniae],Mutated,3,258
YP_005224427.1,guanosine pentaphosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS92193.1 guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [Klebsiella pneumoniae]",Mutated,6,502
YP_005224483.1,3-octaprenyl-4-hydroxybenzoate carboxy-lyase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92249.1 3-octaprenyl-4-hydroxybenzoate decarboxylase [Klebsiella pneumoniae],Mutated,4,491
YP_005228767.1,nucleoside permease NupG [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96424.1 nucleoside permease [Klebsiella pneumoniae],Mutated,4,417
YP_005226083.1,NADH oxidoreductase for HCP [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93746.1 hybrid-cluster NAD(P)-dependent oxidoreductase [Klebsiella pneumoniae],Mutated,6,322
YP_005227315.1,amidohydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94925.1 amidohydrolase [Klebsiella pneumoniae],Mutated,98,472
YP_005225071.1,ATP-dependent helicase HepA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92804.1 RNA polymerase-associated protein RapA [Klebsiella pneumoniae],Mutated,35,947
YP_005229398.1,selenocysteine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97026.1 L-selenocysteinyl-tRNA(Sec) synthase [Klebsiella pneumoniae],Mutated,31,462
YP_005228277.1,thioredoxin 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95934.1 thiol reductase thioredoxin [Klebsiella pneumoniae],Mutated,3,141
YP_005225528.1,hypothetical protein KPHS_12280 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93219.1 hypothetical protein B9G35_07055 [Klebsiella pneumoniae],Mutated,11,112
YP_005225982.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93645.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,1,238
YP_005228588.1,N-acetylmuramoyl-L-alanine amidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96253.1 N-acetylmuramoyl-L-alanine amidase [Klebsiella pneumoniae],Mutated,4,417
YP_005226869.1,putative acyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94526.1 N-acetyltransferase [Klebsiella pneumoniae],Mutated,5,176
YP_005227026.1,"auxiliary transport protein, membrane fusion protein (MFP) family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002752775.1 ATQ94034.1 HlyD family secretion protein [Klebsiella pneumoniae],Mutated,368,336
YP_005229381.1,glycyl-tRNA synthetase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97007.1 glycine--tRNA ligase subunit beta [Klebsiella pneumoniae],Mutated,7,689
YP_005229290.1,cell developmental protein SirA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96926.1 sulfurtransferase TusA [Klebsiella pneumoniae],Mutated,3,81
YP_005228905.1,DNA primase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96554.1 DNA primase [Klebsiella pneumoniae],Mutated,1,581
YP_005224714.1,DNA mismatch repair protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92465.1 DNA mismatch repair protein MutL [Klebsiella pneumoniae],Mutated,114,515
YP_005225037.1,alanyl-tRNA synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92770.1 hypothetical protein B9G35_04645 [Klebsiella pneumoniae],Mutated,9,209
YP_005224752.1,"2',3'-cyclic-nucleotide 2'-phosphodiesterase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS92503.1 2',3'-cyclic-nucleotide 2'-phosphodiesterase [Klebsiella pneumoniae]",Mutated,15,647
YP_005224646.1,proline/glycine betaine transporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92405.1 proline/betaine transporter [Klebsiella pneumoniae],Mutated,5,500
YP_005227251.1,putative peptide transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94870.1 dipeptide/tripeptide permease A [Klebsiella pneumoniae],Mutated,1,501
YP_005227393.1,putative lavin-dependent oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94997.1 alkanesulfonate monooxygenase [Klebsiella pneumoniae],Mutated,20,364
YP_005229240.1,transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96878.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,90,885
YP_005226706.1,glyceraldehyde-3-phosphate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94377.1 type I glyceraldehyde-3-phosphate dehydrogenase [Klebsiella pneumoniae],Mutated,4,332
YP_005224525.1,phosphoribosylamine--glycine ligase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92290.1 phosphoribosylamine--glycine ligase [Klebsiella pneumoniae],Mutated,7,431
YP_005226082.1,DoxX family protein,GCA_002156725.1 ARS93744.1 GntR family transcriptional regulator [Klebsiella pneumoniae],Mutated,6,144
YP_005226093.1,ATP-dependent Clp protease ATP-binding subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93755.1 ATP-dependent Clp protease ATP-binding subunit ClpA [Klebsiella pneumoniae],Mutated,4,759
YP_005224303.1,asparagine synthetase AsnA [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92069.1 asparagine synthetase A [Klebsiella pneumoniae],Mutated,1,330
YP_005224346.1,putative sugar phosphotransferase component IIC [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92113.1 PTS ascorbate transporter subunit IIC [Klebsiella pneumoniae],Mutated,3,455
YP_005224619.1,hypothetical protein KPHS_03190 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92380.1 hypothetical protein B9G35_02470 [Klebsiella pneumoniae],Mutated,4,66
YP_005227935.1,D-alanyl-D-alanine endopeptidase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95566.1 D-alanyl-D-alanine endopeptidase [Klebsiella pneumoniae],Mutated,4,316
YP_005226482.1,LapA family protein,GCA_002156725.1 ARS94101.1 hypothetical protein B9G35_11895 [Klebsiella pneumoniae],Mutated,2,102
YP_005228692.1,protein YgfX,GCA_002156725.1 ARS96352.1 hypothetical protein B9G35_24100 [Klebsiella pneumoniae],Mutated,3,136
YP_005225773.1,putative carbohydrate kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93451.1 carbohydrate kinase [Klebsiella pneumoniae],Mutated,10,498
YP_005228256.1,acid phosphatase AphA,GCA_002156725.1 ARS95914.1 phosphatidylglycerophosphatase C [Klebsiella pneumoniae],Mutated,10,203
YP_005224998.1,nicotinamide-nucleotide adenylyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92734.1 trifunctional nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase/transcriptional regulator NadR [Klebsiella pneumoniae],Mutated,2,410
YP_005225045.1,citrate lyase subunit gamma [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92777.1 citrate lyase ACP [Klebsiella pneumoniae],Mutated,1,97
YP_005228308.1,putative exonuclease CP81 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_030061715.1 WHR13420.1 3'-5' exonuclease [Klebsiella pneumoniae],Mutated,2,193
YP_005227902.1,xylulokinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95540.1 xylulokinase [Klebsiella pneumoniae],Mutated,30,487
YP_005227584.1,molybdate ABC transporter periplasmic substrate-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95167.1 molybdenum ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,9,269
YP_005224542.1,SorC family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92308.1 Cro/Cl family transcriptional regulator [Klebsiella pneumoniae],Mutated,3,317
YP_005228002.1,hypothetical protein KPHS_37020 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25806.1 hypothetical protein AM386_30455 [Klebsiella pneumoniae],Mutated,12,43
YP_005225343.1,ethanolamine ammonia-lyase small subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93049.1 ethanolamine ammonia-lyase [Klebsiella pneumoniae],Mutated,8,258
YP_005224973.1,2-component transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92712.1 helix-turn-helix transcriptional regulator [Klebsiella pneumoniae],Mutated,4,224
YP_005226884.1,putative 2-nitropropane dioxygenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94542.1 nitronate monooxygenase [Klebsiella pneumoniae],Mutated,64,387
YP_005227300.1,oligopeptide ABC transporter oligopeptide-binding protein+C3707 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94914.1 ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,24,567
YP_005226791.1,anaerobic dimethyl sulfoxide reductase subunit B [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93767.1 dimethylsulfoxide reductase, chain B [Klebsiella pneumoniae]",Mutated,31,205
YP_005224320.1,putative endonuclease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92086.1 acyltransferase [Klebsiella pneumoniae],Mutated,3,299
YP_005226116.1,3-phosphoshikimate 1-carboxyvinyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93776.1 3-phosphoshikimate 1-carboxyvinyltransferase [Klebsiella pneumoniae],Mutated,7,427
YP_005226611.1,"hypothetical protein KPHS_23110, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS94290.1 hypothetical protein B9G35_12945 [Klebsiella pneumoniae],Mutated,456,432
YP_005228330.1,putative prophage baseplate assembly protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_018128465.1 QUC47006.1 phage baseplate assembly protein V [Klebsiella pneumoniae],Mutated,50,197
YP_005226062.1,spermidine/putrescine transport system periplasmic substrate-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93726.1 spermidine/putrescine ABC transporter substrate-binding protein PotF [Klebsiella pneumoniae],Mutated,4,370
YP_005225704.1,putative binding-protein-dependent transport systems inner membrane component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93388.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,8,221
