MSA File,Status,Number of Mutations,Total_hits
MSA_YP_005227255.1.faa,Mutations found,6,100
MSA_YP_005229227.1.faa,Mutations found,1,102
MSA_YP_005228947.1.faa,Mutations found,2,100
MSA_YP_005225406.1.faa,Mutations found,3,99
MSA_YP_005229529.1.faa,Mutations found,144,43
MSA_YP_005225780.1.faa,Mutations found,35,98
MSA_YP_005224781.1.faa,Mutations found,1,99
MSA_YP_005226971.1.faa,Mutations found,8,84
MSA_YP_005228964.1.faa,Mutations found,1,100
MSA_YP_005225559.1.faa,Mutations found,17,80
MSA_YP_005227837.1.faa,Mutations found,19,100
MSA_YP_005228104.1.faa,Mutations found,13,98
MSA_YP_005227479.1.faa,No mutations found,0,100
MSA_YP_005228612.1.faa,Mutations found,9,100
MSA_YP_005227495.1.faa,Mutations found,3,100
MSA_YP_005228918.1.faa,Mutations found,2,100
MSA_YP_005229380.1.faa,Mutations found,25,100
MSA_YP_005226420.1.faa,Mutations found,793,98
MSA_YP_005224374.1.faa,Mutations found,1,100
MSA_YP_005224460.1.faa,Mutations found,3,100
MSA_YP_005225770.1.faa,Mutations found,15,100
MSA_YP_005228445.1.faa,Mutations found,5,100
MSA_YP_005226554.1.faa,Mutations found,20,68
MSA_YP_005224680.1.faa,Mutations found,1,100
MSA_YP_005225872.1.faa,Mutations found,2,100
MSA_YP_005226512.1.faa,No mutations found,0,100
MSA_YP_005226932.1.faa,Mutations found,127,98
MSA_YP_005225357.1.faa,Mutations found,4,97
MSA_YP_005226601.1.faa,Mutations found,44,98
MSA_YP_005225003.1.faa,Mutations found,4,100
MSA_YP_005225040.1.faa,Mutations found,35,101
MSA_YP_005226207.1.faa,Mutations found,11,100
MSA_YP_005229159.1.faa,No mutations found,0,100
MSA_YP_005225377.1.faa,Mutations found,10,100
MSA_YP_005227168.1.faa,Mutations found,38,100
MSA_YP_005224310.1.faa,Mutations found,2,100
MSA_YP_005227844.1.faa,Mutations found,129,33
MSA_YP_005226352.1.faa,Mutations found,7,98
MSA_YP_005229481.1.faa,Mutations found,10,100
MSA_YP_005225210.1.faa,Mutations found,40,100
MSA_YP_005228158.1.faa,Mutations found,12,99
MSA_YP_005224994.1.faa,Mutations found,25,100
MSA_YP_005224332.1.faa,Mutations found,1,100
MSA_YP_005225612.1.faa,Mutations found,57,97
MSA_YP_005229302.1.faa,Mutations found,8,100
MSA_YP_005228725.1.faa,Mutations found,81,79
MSA_YP_005226549.1.faa,No mutations found,0,65
MSA_YP_005224849.1.faa,Mutations found,6,108
MSA_YP_005227529.1.faa,Mutations found,1,100
MSA_YP_005228754.1.faa,Mutations found,9,100
MSA_YP_005227069.1.faa,Mutations found,357,100
MSA_YP_005226097.1.faa,Mutations found,8,100
MSA_YP_005224544.1.faa,Mutations found,1,100
MSA_YP_005224709.1.faa,Mutations found,11,100
MSA_YP_005224311.1.faa,Mutations found,9,100
MSA_YP_005227800.1.faa,Mutations found,72,99
MSA_YP_005225695.1.faa,Mutations found,351,426
MSA_YP_005224433.1.faa,Mutations found,18,100
MSA_YP_005226403.1.faa,Mutations found,373,99
MSA_YP_005226775.1.faa,Mutations found,2,100
MSA_YP_005226044.1.faa,Mutations found,7,115
MSA_YP_005227326.1.faa,Mutations found,90,1
MSA_YP_005227528.1.faa,Mutations found,1,100
MSA_YP_005225273.1.faa,Mutations found,4,100
MSA_YP_005229132.1.faa,Mutations found,1,100
MSA_YP_005225477.1.faa,Mutations found,198,100
MSA_YP_005229108.1.faa,No mutations found,0,59
MSA_YP_005228306.1.faa,Mutations found,6,2
MSA_YP_005225180.1.faa,Mutations found,32,100
MSA_YP_005227503.1.faa,Mutations found,2,100
MSA_YP_005229075.1.faa,Mutations found,1,100
MSA_YP_005229184.1.faa,Mutations found,1,100
MSA_YP_005227004.1.faa,Mutations found,21,97
MSA_YP_005229499.1.faa,Mutations found,4,99
MSA_YP_005224450.1.faa,Mutations found,29,100
MSA_YP_005226271.1.faa,No mutations found,0,100
MSA_YP_005226143.1.faa,Mutations found,17,100
MSA_YP_005227180.1.faa,Mutations found,14,100
MSA_YP_005226577.1.faa,Mutations found,9,80
MSA_YP_005227934.1.faa,Mutations found,1,99
MSA_YP_005226014.1.faa,No mutations found,0,500
MSA_YP_005224403.1.faa,No mutations found,0,100
MSA_YP_005229493.1.faa,Mutations found,11,99
MSA_YP_005228679.1.faa,Mutations found,26,100
MSA_YP_005229298.1.faa,Mutations found,14,100
MSA_YP_005227078.1.faa,Mutations found,2,100
MSA_YP_005226871.1.faa,Mutations found,5,100
MSA_YP_005228642.1.faa,Mutations found,6,100
MSA_YP_005228664.1.faa,Mutations found,13,100
MSA_YP_005224972.1.faa,Mutations found,4,99
MSA_YP_005228815.1.faa,Mutations found,6,65
MSA_YP_005224624.1.faa,No mutations found,0,2
MSA_YP_005229477.1.faa,Mutations found,2,100
MSA_YP_005227643.1.faa,Mutations found,5,100
MSA_YP_005227627.1.faa,Mutations found,2,100
MSA_YP_005226365.1.faa,No mutations found,0,100
MSA_YP_005226425.1.faa,Mutations found,6,100
MSA_YP_005226406.1.faa,No mutations found,0,2
MSA_YP_005225319.1.faa,Mutations found,24,100
MSA_YP_005226526.1.faa,Mutations found,4,100
MSA_YP_005227768.1.faa,Mutations found,13,82
MSA_YP_005225861.1.faa,Mutations found,12,100
MSA_YP_005227680.1.faa,Mutations found,7,99
MSA_YP_005226337.1.faa,Mutations found,24,93
MSA_YP_005225146.1.faa,Mutations found,1,99
MSA_YP_005225964.1.faa,Mutations found,3,100
MSA_YP_005229535.1.faa,Mutations found,19,100
MSA_YP_005225648.1.faa,Mutations found,78,90
MSA_YP_005228301.1.faa,Mutations found,4,1
MSA_YP_005227783.1.faa,Mutations found,23,81
MSA_YP_005224356.1.faa,Mutations found,9,100
MSA_YP_005227052.1.faa,Mutations found,18,100
MSA_YP_005225179.1.faa,Mutations found,22,100
MSA_YP_005227882.1.faa,Mutations found,15,100
MSA_YP_005229320.1.faa,Mutations found,2,100
MSA_YP_005224818.1.faa,Mutations found,2,100
MSA_YP_005228872.1.faa,Mutations found,1,100
MSA_YP_005224721.1.faa,No mutations found,0,2
MSA_YP_005225937.1.faa,Mutations found,21,100
MSA_YP_005224620.1.faa,No mutations found,0,100
MSA_YP_005226243.1.faa,Mutations found,5,97
MSA_YP_005228954.1.faa,Mutations found,4,100
MSA_YP_005229230.1.faa,Mutations found,30,102
MSA_YP_005227664.1.faa,Mutations found,32,36
MSA_YP_005228123.1.faa,Mutations found,18,99
MSA_YP_005225931.1.faa,Mutations found,4,99
MSA_YP_005228894.1.faa,Mutations found,9,96
MSA_YP_005229164.1.faa,No mutations found,0,100
MSA_YP_005226846.1.faa,Mutations found,4,99
MSA_YP_005228239.1.faa,Mutations found,20,102
MSA_YP_005229370.1.faa,Mutations found,1,100
MSA_YP_005228125.1.faa,Mutations found,35,100
MSA_YP_005227617.1.faa,Mutations found,200,100
MSA_YP_005227265.1.faa,Mutations found,152,100
MSA_YP_005227607.1.faa,Mutations found,36,100
MSA_YP_005224670.1.faa,Mutations found,6,100
MSA_YP_005227094.1.faa,Mutations found,9,100
MSA_YP_005228822.1.faa,Mutations found,3,65
MSA_YP_005228860.1.faa,Mutations found,7,100
MSA_YP_005227323.1.faa,Mutations found,11,97
MSA_YP_005227496.1.faa,Mutations found,34,98
MSA_YP_005226167.1.faa,Mutations found,3,100
MSA_YP_005229552.1.faa,Mutations found,8,79
MSA_YP_005226761.1.faa,Mutations found,6,100
MSA_YP_005226454.1.faa,Mutations found,22,100
MSA_YP_005225754.1.faa,Mutations found,8,100
MSA_YP_005225639.1.faa,Mutations found,3,63
MSA_YP_005224816.1.faa,Mutations found,20,100
MSA_YP_005227857.1.faa,Mutations found,21,92
MSA_YP_005228257.1.faa,Mutations found,2,102
MSA_YP_005226208.1.faa,Mutations found,6,100
MSA_YP_005228926.1.faa,Mutations found,6,91
MSA_YP_005225354.1.faa,Mutations found,2,100
MSA_YP_005225977.1.faa,Mutations found,8,99
MSA_YP_005227840.1.faa,Mutations found,6,100
MSA_YP_005225203.1.faa,Mutations found,3,100
MSA_YP_005228120.1.faa,Mutations found,10,100
MSA_YP_005227414.1.faa,Mutations found,2,100
MSA_YP_005228470.1.faa,Mutations found,3,99
MSA_YP_005225042.1.faa,Mutations found,20,104
MSA_YP_005224369.1.faa,Mutations found,1,100
MSA_YP_005225478.1.faa,Mutations found,2,100
MSA_YP_005229408.1.faa,Mutations found,2,100
MSA_YP_005225957.1.faa,Mutations found,2,100
MSA_YP_005226680.1.faa,Mutations found,10,100
MSA_YP_005224498.1.faa,Mutations found,2,100
MSA_YP_005229251.1.faa,Mutations found,3,100
MSA_YP_005227742.1.faa,Mutations found,2,99
MSA_YP_005225461.1.faa,Mutations found,2,100
MSA_YP_005226487.1.faa,Mutations found,10,100
MSA_YP_005228360.1.faa,Mutations found,17,100
MSA_YP_005228790.1.faa,Mutations found,15,65
MSA_YP_005226163.1.faa,Mutations found,11,100
MSA_YP_005227578.1.faa,Mutations found,53,29
MSA_YP_005227658.1.faa,Mutations found,2,100
MSA_YP_005224541.1.faa,Mutations found,4,77
MSA_YP_005224536.1.faa,Mutations found,5,76
MSA_YP_005228975.1.faa,Mutations found,37,15
MSA_YP_005226664.1.faa,Mutations found,13,100
MSA_YP_005228976.1.faa,Mutations found,6,100
MSA_YP_005227850.1.faa,Mutations found,1,64
MSA_YP_005228026.1.faa,Mutations found,15,99
MSA_YP_005224912.1.faa,Mutations found,4,99
MSA_YP_005226586.1.faa,Mutations found,10,77
MSA_YP_005225997.1.faa,Mutations found,9,100
MSA_YP_005227407.1.faa,Mutations found,14,98
MSA_YP_005226290.1.faa,Mutations found,3,79
MSA_YP_005224746.1.faa,Mutations found,11,99
MSA_YP_005226002.1.faa,Mutations found,4,100
MSA_YP_005226361.1.faa,No mutations found,0,4
MSA_YP_005226339.1.faa,Mutations found,11,81
MSA_YP_005226574.1.faa,Mutations found,33,70
MSA_YP_005226181.1.faa,Mutations found,380,78
MSA_YP_005229306.1.faa,Mutations found,9,100
MSA_YP_005229235.1.faa,Mutations found,18,102
MSA_YP_005225501.1.faa,Mutations found,3,100
MSA_YP_005228425.1.faa,Mutations found,8,100
MSA_YP_005227678.1.faa,Mutations found,545,100
MSA_YP_005225589.1.faa,Mutations found,2,12
MSA_YP_005227668.1.faa,Mutations found,24,100
MSA_YP_005227130.1.faa,Mutations found,4,99
MSA_YP_005224859.1.faa,Mutations found,8,64
MSA_YP_005226256.1.faa,Mutations found,6,100
MSA_YP_005226215.1.faa,Mutations found,2,100
MSA_YP_005227147.1.faa,Mutations found,11,100
MSA_YP_005224909.1.faa,Mutations found,3,100
MSA_YP_005227240.1.faa,Mutations found,18,100
MSA_YP_005227874.1.faa,Mutations found,37,36
MSA_YP_005228721.1.faa,Mutations found,1,100
MSA_YP_005226274.1.faa,Mutations found,6,100
MSA_YP_005225590.1.faa,Mutations found,13,12
MSA_YP_005227555.1.faa,Mutations found,104,31
MSA_YP_005226949.1.faa,Mutations found,154,74
MSA_YP_005226411.1.faa,Mutations found,38,99
MSA_YP_005227360.1.faa,Mutations found,7,100
MSA_YP_005226444.1.faa,Mutations found,47,98
MSA_YP_005229275.1.faa,Mutations found,1,9
MSA_YP_005228633.1.faa,Mutations found,7,98
MSA_YP_005225249.1.faa,Mutations found,4,99
MSA_YP_005229494.1.faa,Mutations found,11,99
MSA_YP_005227855.1.faa,Mutations found,22,93
MSA_YP_005229262.1.faa,Mutations found,11,100
MSA_YP_005227971.1.faa,Mutations found,14,100
MSA_YP_005224408.1.faa,Mutations found,16,93
MSA_YP_005225873.1.faa,Mutations found,11,9
MSA_YP_005227150.1.faa,Mutations found,28,99
MSA_YP_005225824.1.faa,Mutations found,2,100
MSA_YP_005229400.1.faa,Mutations found,3,78
MSA_YP_005225077.1.faa,Mutations found,1,100
MSA_YP_005227324.1.faa,Mutations found,7,97
MSA_YP_005228777.1.faa,Mutations found,25,64
MSA_YP_005227652.1.faa,Mutations found,7,100
MSA_YP_005228799.1.faa,Mutations found,1,14
MSA_YP_005225305.1.faa,Mutations found,199,121
MSA_YP_005229097.1.faa,Mutations found,2,100
MSA_YP_005226061.1.faa,No mutations found,0,99
MSA_YP_005228045.1.faa,Mutations found,30,100
MSA_YP_005225714.1.faa,Mutations found,5,94
MSA_YP_005224414.1.faa,Mutations found,4,100
MSA_YP_005228213.1.faa,Mutations found,6,101
MSA_YP_005229384.1.faa,Mutations found,6,100
MSA_YP_005228066.1.faa,Mutations found,1,100
MSA_YP_005225985.1.faa,Mutations found,14,100
MSA_YP_005229444.1.faa,No mutations found,0,99
MSA_YP_005224496.1.faa,No mutations found,0,100
MSA_YP_005227633.1.faa,No mutations found,0,100
MSA_YP_005225280.1.faa,Mutations found,7,100
MSA_YP_005225637.1.faa,Mutations found,5,100
MSA_YP_005225311.1.faa,No mutations found,0,58
MSA_YP_005229094.1.faa,Mutations found,7,100
MSA_YP_005229051.1.faa,Mutations found,3,100
MSA_YP_005228955.1.faa,Mutations found,3,96
MSA_YP_005224427.1.faa,Mutations found,6,100
MSA_YP_005224483.1.faa,Mutations found,4,100
MSA_YP_005228767.1.faa,Mutations found,4,100
MSA_YP_005226083.1.faa,Mutations found,6,100
MSA_YP_005227315.1.faa,Mutations found,98,47
MSA_YP_005225071.1.faa,Mutations found,35,100
MSA_YP_005229398.1.faa,Mutations found,31,100
MSA_YP_005228277.1.faa,Mutations found,3,99
MSA_YP_005225528.1.faa,Mutations found,11,97
MSA_YP_005225982.1.faa,Mutations found,1,100
MSA_YP_005228588.1.faa,Mutations found,4,100
MSA_YP_005226869.1.faa,Mutations found,5,100
MSA_YP_005227026.1.faa,Mutations found,368,69
MSA_YP_005228289.1.faa,No mutations found,0,100
MSA_YP_005225172.1.faa,No mutations found,0,100
MSA_YP_005229381.1.faa,Mutations found,7,100
MSA_YP_005229290.1.faa,Mutations found,3,100
MSA_YP_005229596.1.faa,No mutations found,0,100
MSA_YP_005228905.1.faa,Mutations found,1,99
MSA_YP_005224714.1.faa,Mutations found,114,100
MSA_YP_005225037.1.faa,Mutations found,9,100
MSA_YP_005224752.1.faa,Mutations found,15,97
MSA_YP_005224646.1.faa,Mutations found,5,100
MSA_YP_005227251.1.faa,Mutations found,1,100
MSA_YP_005227393.1.faa,Mutations found,20,36
MSA_YP_005229240.1.faa,Mutations found,90,90
MSA_YP_005226706.1.faa,Mutations found,4,97
MSA_YP_005224525.1.faa,Mutations found,7,100
MSA_YP_005226082.1.faa,Mutations found,6,99
MSA_YP_005226093.1.faa,Mutations found,4,100
MSA_YP_005224303.1.faa,Mutations found,1,100
MSA_YP_005224346.1.faa,Mutations found,3,86
MSA_YP_005224619.1.faa,Mutations found,4,96
MSA_YP_005227935.1.faa,Mutations found,4,99
MSA_YP_005226482.1.faa,Mutations found,2,100
MSA_YP_005228692.1.faa,Mutations found,3,100
MSA_YP_005225773.1.faa,Mutations found,10,97
MSA_YP_005228256.1.faa,Mutations found,10,102
MSA_YP_005224998.1.faa,Mutations found,2,98
MSA_YP_005225045.1.faa,Mutations found,1,78
MSA_YP_005228308.1.faa,Mutations found,2,2
MSA_YP_005227902.1.faa,Mutations found,30,95
MSA_YP_005227584.1.faa,Mutations found,9,97
MSA_YP_005224542.1.faa,Mutations found,3,76
MSA_YP_005228002.1.faa,Mutations found,12,3
MSA_YP_005225343.1.faa,Mutations found,8,100
MSA_YP_005224973.1.faa,Mutations found,4,99
MSA_YP_005226884.1.faa,Mutations found,64,100
MSA_YP_005227300.1.faa,Mutations found,24,96
MSA_YP_005226791.1.faa,Mutations found,31,191
MSA_YP_005224320.1.faa,Mutations found,3,100
MSA_YP_005226116.1.faa,Mutations found,7,100
MSA_YP_005226611.1.faa,Mutations found,456,59
MSA_YP_005228330.1.faa,Mutations found,50,14
MSA_YP_005226062.1.faa,Mutations found,4,100
MSA_YP_005225704.1.faa,Mutations found,8,94
MSA_YP_005229046.1.faa,Mutations found,10,99
MSA_YP_005228282.1.faa,Mutations found,9,100
MSA_YP_005227682.1.faa,Mutations found,6,97
MSA_YP_005227186.1.faa,Mutations found,4,100
MSA_YP_005224706.1.faa,Mutations found,4,100
MSA_YP_005225649.1.faa,Mutations found,23,99
MSA_YP_005225195.1.faa,Mutations found,7,63
MSA_YP_005227884.1.faa,Mutations found,25,95
MSA_YP_005225379.1.faa,Mutations found,3,99
MSA_YP_005224876.1.faa,Mutations found,8,99
MSA_YP_005229460.1.faa,No mutations found,0,100
MSA_YP_005227498.1.faa,Mutations found,1,100
MSA_YP_005228691.1.faa,Mutations found,2,100
MSA_YP_005228246.1.faa,Mutations found,20,102
MSA_YP_005229366.1.faa,Mutations found,8,100
MSA_YP_005225810.1.faa,Mutations found,6,100
MSA_YP_005226506.1.faa,Mutations found,4,100
MSA_YP_005224373.1.faa,Mutations found,2,100
MSA_YP_005227320.1.faa,Mutations found,9,97
MSA_YP_005227035.1.faa,Mutations found,3,65
MSA_YP_005224458.1.faa,Mutations found,1,14
MSA_YP_005227779.1.faa,Mutations found,20,32
MSA_YP_005229587.1.faa,Mutations found,3,100
MSA_YP_005226556.1.faa,No mutations found,0,3
MSA_YP_005229564.1.faa,No mutations found,0,100
MSA_YP_005229216.1.faa,Mutations found,3,100
MSA_YP_005225018.1.faa,Mutations found,3,100
MSA_YP_005226400.1.faa,Mutations found,4,100
MSA_YP_005227949.1.faa,Mutations found,2,99
MSA_YP_005224884.1.faa,Mutations found,32,100
MSA_YP_005225459.1.faa,Mutations found,2,100
MSA_YP_005227275.1.faa,Mutations found,9,100
MSA_YP_005226685.1.faa,Mutations found,13,100
MSA_YP_005225891.1.faa,No mutations found,0,100
MSA_YP_005226008.1.faa,Mutations found,2,100
MSA_YP_005228189.1.faa,Mutations found,3,100
MSA_YP_005226540.1.faa,Mutations found,4,68
MSA_YP_005228624.1.faa,Mutations found,6,99
MSA_YP_005226328.1.faa,Mutations found,3,14
MSA_YP_005224595.1.faa,Mutations found,14,100
MSA_YP_005227815.1.faa,Mutations found,49,96
MSA_YP_005225917.1.faa,Mutations found,11,100
MSA_YP_005226244.1.faa,Mutations found,4,100
MSA_YP_005227044.1.faa,Mutations found,31,98
MSA_YP_005227774.1.faa,Mutations found,16,66
MSA_YP_005228988.1.faa,Mutations found,5,75
MSA_YP_005226016.1.faa,Mutations found,24,56
MSA_YP_005228471.1.faa,No mutations found,0,100
MSA_YP_005225910.1.faa,Mutations found,1,97
MSA_YP_005226123.1.faa,Mutations found,11,100
MSA_YP_005228992.1.faa,Mutations found,24,100
MSA_YP_005224305.1.faa,Mutations found,7,100
MSA_YP_005224809.1.faa,Mutations found,10,78
MSA_YP_005227522.1.faa,Mutations found,6,7
MSA_YP_005227708.1.faa,Mutations found,5,100
MSA_YP_005225782.1.faa,Mutations found,7,99
MSA_YP_005225942.1.faa,Mutations found,6,100
MSA_YP_005227238.1.faa,Mutations found,12,98
MSA_YP_005228855.1.faa,Mutations found,2,100
MSA_YP_005229153.1.faa,Mutations found,1,100
MSA_YP_005225074.1.faa,Mutations found,12,100
MSA_YP_005227316.1.faa,Mutations found,15,96
MSA_YP_005228051.1.faa,Mutations found,6,99
MSA_YP_005225996.1.faa,Mutations found,10,100
MSA_YP_005227810.1.faa,Mutations found,13,100
MSA_YP_005228503.1.faa,Mutations found,1,100
MSA_YP_005229458.1.faa,Mutations found,14,100
MSA_YP_005227493.1.faa,Mutations found,3,100
MSA_YP_005228223.1.faa,Mutations found,3,101
MSA_YP_005226510.1.faa,Mutations found,1,100
MSA_YP_005225119.1.faa,Mutations found,12,100
MSA_YP_005228050.1.faa,Mutations found,6,99
MSA_YP_005228685.1.faa,Mutations found,6,100
MSA_YP_005227177.1.faa,Mutations found,6,100
MSA_YP_005228896.1.faa,No mutations found,0,100
MSA_YP_005228117.1.faa,Mutations found,46,99
MSA_YP_005224309.1.faa,Mutations found,2,100
MSA_YP_005225347.1.faa,Mutations found,7,100
MSA_YP_005226852.1.faa,Mutations found,16,99
MSA_YP_005227379.1.faa,Mutations found,1,96
MSA_YP_005227756.1.faa,Mutations found,103,92
MSA_YP_005225987.1.faa,Mutations found,4,99
MSA_YP_005227630.1.faa,No mutations found,0,2
MSA_YP_005227247.1.faa,Mutations found,5,100
MSA_YP_005224510.1.faa,No mutations found,0,100
MSA_YP_005229579.1.faa,No mutations found,0,98
MSA_YP_005224511.1.faa,Mutations found,4,100
MSA_YP_005228150.1.faa,Mutations found,10,100
MSA_YP_005225486.1.faa,Mutations found,1,100
MSA_YP_005228819.1.faa,Mutations found,1,65
MSA_YP_005224386.1.faa,Mutations found,4,100
MSA_YP_005224372.1.faa,No mutations found,0,100
MSA_YP_005226840.1.faa,Mutations found,7,99
MSA_YP_005228175.1.faa,Mutations found,1,100
MSA_YP_005226387.1.faa,Mutations found,24,54
MSA_YP_005228984.1.faa,Mutations found,1,75
MSA_YP_005225899.1.faa,Mutations found,9,100
MSA_YP_005226513.1.faa,Mutations found,5,100
MSA_YP_005227751.1.faa,Mutations found,38,98
MSA_YP_005227413.1.faa,Mutations found,13,98
MSA_YP_005227419.1.faa,No mutations found,0,100
MSA_YP_005225849.1.faa,Mutations found,16,100
MSA_YP_005229377.1.faa,Mutations found,1,100
MSA_YP_005228278.1.faa,Mutations found,11,99
MSA_YP_005226441.1.faa,Mutations found,3,100
MSA_YP_005228693.1.faa,No mutations found,0,100
MSA_YP_005224806.1.faa,No mutations found,0,4
MSA_YP_005228243.1.faa,Mutations found,10,102
MSA_YP_005228373.1.faa,Mutations found,1,97
MSA_YP_005226241.1.faa,Mutations found,1,100
MSA_YP_005227001.1.faa,Mutations found,7,98
MSA_YP_005225863.1.faa,Mutations found,1,100
MSA_YP_005224826.1.faa,Mutations found,7,100
MSA_YP_005227261.1.faa,Mutations found,57,100
MSA_YP_005228264.1.faa,No mutations found,0,2
MSA_YP_005227283.1.faa,Mutations found,52,68
MSA_YP_005225121.1.faa,Mutations found,3,100
MSA_YP_005225382.1.faa,Mutations found,9,100
MSA_YP_005227440.1.faa,Mutations found,12,100
MSA_YP_005228364.1.faa,Mutations found,15,100
MSA_YP_005228307.1.faa,Mutations found,11,4
MSA_YP_005224935.1.faa,Mutations found,5,96
MSA_YP_005224858.1.faa,Mutations found,95,64
MSA_YP_005227979.1.faa,Mutations found,15,100
MSA_YP_005228040.1.faa,Mutations found,55,100
MSA_YP_005225463.1.faa,Mutations found,14,98
MSA_YP_005225928.1.faa,Mutations found,17,100
MSA_YP_005227162.1.faa,Mutations found,45,45
MSA_YP_005229419.1.faa,Mutations found,25,99
MSA_YP_005229456.1.faa,No mutations found,0,5
MSA_YP_005225683.1.faa,Mutations found,1,80
MSA_YP_005225662.1.faa,No mutations found,0,4
MSA_YP_005224899.1.faa,Mutations found,5,87
MSA_YP_005226675.1.faa,Mutations found,5,100
MSA_YP_005225171.1.faa,Mutations found,6,99
MSA_YP_005226753.1.faa,Mutations found,57,199
MSA_YP_005226366.1.faa,Mutations found,6,98
MSA_YP_005228979.1.faa,Mutations found,2,5
MSA_YP_005229215.1.faa,Mutations found,9,100
MSA_YP_005226229.1.faa,Mutations found,3,100
MSA_YP_005228561.1.faa,Mutations found,5,100
MSA_YP_005226102.1.faa,Mutations found,1,100
MSA_YP_005228102.1.faa,Mutations found,15,100
MSA_YP_005225638.1.faa,Mutations found,26,81
MSA_YP_005227766.1.faa,Mutations found,57,81
MSA_YP_005226135.1.faa,Mutations found,2,100
MSA_YP_005225604.1.faa,Mutations found,13,98
MSA_YP_005225310.1.faa,Mutations found,9,115
MSA_YP_005227428.1.faa,No mutations found,0,5
MSA_YP_005228492.1.faa,Mutations found,2,100
